"","lagoslakeid","secchi","TP","chla","color","TN","nYears_secchi","nYears_TP","nYears_TN","nYears_color","nYears_chla","hu12_zoneid","hu4_zoneid"
"302",499,1.75,NA,11.19,NA,488.65,1,1,1,1,1,"HU12_19540","HU4_13"
"303",500,0.7,56,28.03,NA,736.3,1,1,1,1,1,"HU12_19525","HU4_16"
"304",501,3.3002,8.5,4.1,NA,570.5,2,2,2,2,2,"HU12_13622","HU4_30"
"305",502,3.1,27,NA,NA,348,3,3,3,3,3,"HU12_4498","HU4_38"
"306",504,4.2672,NA,NA,NA,NA,19,4,4,4,4,"HU12_13679","HU4_31"
"307",505,4.95,16,NA,NA,250,3,3,3,3,3,"HU12_1225","HU4_49"
"308",507,1.55448,NA,NA,NA,NA,23,11,11,11,11,"HU12_10087","HU4_55"
"309",508,2.1,30,NA,30,620,1,1,1,1,1,"HU12_13386","HU4_33"
"310",509,2.1,12,2.5,NA,NA,1,1,1,1,1,"HU12_16633","HU4_10"
"311",510,3.52425,186,NA,NA,NA,2,1,1,1,1,"HU12_11780","HU4_32"
"312",511,2.3241,26,NA,NA,1217,3,1,1,1,1,"HU12_11982","HU4_34"
"313",512,1.975,NA,1.5,NA,NA,6,3,3,3,3,"HU12_17802","HU4_3"
"314",515,0.175,NA,NA,NA,NA,14,4,4,4,4,"HU12_10903","HU4_25"
"315",516,0.8,43,NA,NA,1205,7,7,7,7,7,"HU12_6144","HU4_38"
"316",517,3.5,NA,NA,NA,NA,25,7,7,7,7,"HU12_17517","HU4_7"
"317",518,0.85,46,NA,NA,2959.5,4,4,4,4,4,"HU12_4632","HU4_38"
"318",519,0.76,NA,38.65,NA,NA,13,10,10,10,10,"HU12_11127","HU4_29"
"319",520,3.65,14,NA,NA,769,5,5,5,5,5,"HU12_6019","HU4_37"
"320",521,1.9,45,3.85,NA,252,3,3,3,3,3,"HU12_6031","HU4_37"
"321",522,7.5,NA,2.5,NA,354.3,1,1,1,1,1,"HU12_9025","HU4_13"
"322",523,2.8194,NA,NA,NA,NA,19,15,15,15,15,"HU12_12025","HU4_34"
"323",524,0.76,NA,44.55,NA,NA,17,2,2,2,2,"HU12_10175","HU4_53"
"324",526,1.9,NA,NA,NA,910.5,2,2,2,2,2,"HU12_4005","HU4_38"
"325",528,0.6096,NA,NA,NA,NA,5,5,5,5,5,"HU12_6702","HU4_41"
"326",529,2.5,24,0.51,NA,705,1,1,1,1,1,"HU12_19159","HU4_36"
"327",530,3.3528,10.25,NA,NA,NA,25,4,4,4,4,"HU12_13096","HU4_27"
"328",531,2.37,NA,10.45,NA,NA,24,12,12,12,12,"HU12_10967","HU4_29"
"329",532,0.69,NA,6.41,NA,NA,6,5,5,5,5,"HU12_10768","HU4_25"
"330",533,0.91,NA,NA,NA,NA,27,12,12,12,12,"HU12_10198","HU4_53"
"331",534,2.9,11,NA,NA,445,3,4,4,4,4,"HU12_14714","HU4_28"
"332",536,3.2004,10.87038551,2,NA,624.9702202,5,3,3,3,3,"HU12_20003","HU4_31"
"333",537,1.22,NA,NA,NA,NA,21,14,14,14,14,"HU12_10700","HU4_53"
"334",538,2.9,10,NA,38.38633216,441,1,1,1,1,1,"HU12_13385","HU4_33"
"335",539,0.3,NA,128,NA,NA,5,3,3,3,3,"HU12_10978","HU4_25"
"336",540,3.65,NA,3.05,NA,NA,4,2,2,2,2,"HU12_19630","HU4_53"
"337",541,7.025,7,1.567044,NA,264.2592096,4,3,3,3,3,"HU12_20073","HU4_31"
"338",542,3.585,NA,3,NA,NA,15,13,13,13,13,"HU12_10479","HU4_54"
"339",543,1.0575,NA,NA,NA,483,4,4,4,4,4,"HU12_7681","HU4_44"
"340",544,0.91,NA,10,NA,NA,17,2,2,2,2,"HU12_10668","HU4_53"
"341",545,0.3,114,NA,NA,1187,3,3,3,3,3,"HU12_6414","HU4_37"
"342",546,3.6225,NA,NA,NA,NA,28,4,4,4,4,"HU12_11165","HU4_29"
"343",547,6.4,4,1.9,NA,215,1,1,1,1,1,"HU12_13027","HU4_32"
"344",548,3.224,8.5,3.8,NA,629.5,2,2,2,2,2,"HU12_13600","HU4_30"
"345",549,0.2875,NA,NA,NA,NA,4,7,7,7,7,"HU12_9419","HU4_56"
"346",550,3.94335,20,NA,NA,NA,4,2,2,2,2,"HU12_13191","HU4_32"
"347",551,2.29,NA,NA,NA,NA,27,3,3,3,3,"HU12_11011","HU4_29"
"348",552,1.385,NA,NA,NA,NA,20,15,15,15,15,"HU12_11155","HU4_29"
"349",553,2,41,NA,NA,660,1,1,1,1,1,"HU12_10990","HU4_29"
"350",554,1.7,16,NA,NA,852,5,5,5,5,5,"HU12_6398","HU4_37"
"351",557,3.66,14,3.755,NA,NA,17,5,5,5,5,"HU12_10822","HU4_25"
"352",559,0.3,201,83,NA,3160,1,1,1,1,1,"HU12_9896","HU4_25"
"353",560,5.4,12,NA,NA,410,1,1,1,1,1,"HU12_14354","HU4_26"
"354",562,2.13,NA,NA,NA,NA,26,10,10,10,10,"HU12_14707","HU4_28"
"355",563,3.3,21,2.29,NA,264,3,3,3,3,3,"HU12_19036","HU4_38"
"356",564,1.6764,26,NA,NA,NA,12,9,9,9,9,"HU12_11451","HU4_27"
"357",565,3.18,NA,2.94,NA,NA,3,4,4,4,4,"HU12_14171","HU4_26"
"358",566,7.1628,NA,0.92,NA,NA,5,3,3,3,3,"HU12_13386","HU4_33"
"359",567,3.81,NA,4.44,NA,NA,24,14,14,14,14,"HU12_10799","HU4_25"
"360",571,1.2325,NA,NA,NA,975,4,4,4,4,4,"HU12_14552","HU4_25"
"361",572,3.2,35,NA,NA,936,3,3,3,3,3,"HU12_6402","HU4_37"
"362",573,3.96,NA,4,NA,NA,22,5,5,5,5,"HU12_20126","HU4_28"
"363",574,0.3,NA,NA,NA,NA,18,8,8,8,8,"HU12_10054","HU4_57"
"364",575,2.2144,19,6.15,NA,616,2,2,2,2,2,"HU12_13781","HU4_30"
"365",576,1.2,44,NA,NA,1749,5,5,5,5,5,"HU12_6291","HU4_37"
"366",577,4,NA,NA,NA,NA,5,4,4,4,4,"HU12_12584","HU4_39"
"367",578,1.9,19,NA,NA,442,2,2,2,2,2,"HU12_14745","HU4_28"
"368",579,4,30,0.3,NA,243,1,1,1,1,1,"HU12_4759","HU4_38"
"369",582,1.2,32.5,NA,NA,1499.5,4,4,4,4,4,"HU12_6028","HU4_37"
"370",583,2.9825,NA,NA,NA,NA,6,6,6,6,6,"HU12_14543","HU4_25"
"371",584,2.4375,NA,7,NA,NA,20,13,13,13,13,"HU12_10473","HU4_54"
"372",585,0.3,138.07,75.3,NA,1394,1,1,1,1,1,"HU12_16800","HU4_13"
"373",586,4.2672,NA,NA,NA,NA,5,6,6,6,6,"HU12_12114","HU4_32"
"374",587,6.6,NA,NA,NA,NA,5,5,5,5,5,"HU12_13940","HU4_26"
"375",588,0.5,NA,20.2,NA,NA,9,3,3,3,3,"HU12_9430","HU4_53"
"376",589,0.7,NA,12.8,NA,NA,3,3,3,3,3,"HU12_10768","HU4_25"
"377",590,1.755,NA,26.85,NA,NA,13,3,3,3,3,"HU12_11034","HU4_25"
"378",591,1.74,NA,11.35,NA,NA,2,2,2,2,2,"HU12_11026","HU4_25"
"379",593,2.3,34,0.775,NA,797.5,2,2,2,2,2,"HU12_19159","HU4_36"
"380",594,1.45,NA,NA,NA,NA,15,6,6,6,6,"HU12_10958","HU4_25"
"381",595,3.6,18.5,NA,NA,841.5,4,4,4,4,4,"HU12_4528","HU4_38"
"382",597,2.7,17,2.8,NA,612,1,1,1,1,1,"HU12_12362","HU4_37"
"383",598,2.9,NA,NA,NA,NA,31,11,11,11,11,"HU12_10801","HU4_25"
"384",599,1.25,24.39,10.4,NA,735,1,1,1,1,1,"HU12_19443","HU4_16"
"385",601,0.35,156,42.64,NA,2268,3,3,3,3,3,"HU12_18646","HU4_49"
"386",602,3.3528,NA,NA,NA,NA,31,22,22,22,22,"HU12_13597","HU4_30"
"387",603,1,72,NA,NA,1372,5,5,5,5,5,"HU12_6122","HU4_38"
"388",604,0.75,50,NA,NA,1203.5,4,4,4,4,4,"HU12_18651","HU4_49"
"389",605,3.2,14.5,NA,NA,797.5,2,2,2,2,2,"HU12_6121","HU4_38"
"390",606,2.8,60,NA,NA,620,1,1,1,1,1,"HU12_13939","HU4_26"
"391",607,2.5,17,NA,NA,1992,5,5,5,5,5,"HU12_6574","HU4_38"
"392",608,1.143,41,11,NA,967,10,1,1,1,1,"HU12_12377","HU4_37"
"393",609,6.6,NA,NA,NA,NA,11,9,9,9,9,"HU12_14852","HU4_28"
"394",610,2.165,NA,8.65,NA,NA,14,12,12,12,12,"HU12_10969","HU4_29"
"395",611,1.55,40,NA,NA,757.5,4,4,4,4,4,"HU12_6019","HU4_37"
"396",612,2.45,NA,NA,NA,NA,21,15,15,15,15,"HU12_11197","HU4_27"
"397",613,3.048,15,1.8,NA,589.5,13,4,4,4,4,"HU12_19234","HU4_37"
"398",614,1.83,NA,2.2,NA,NA,27,2,2,2,2,"HU12_11063","HU4_25"
"399",615,4.9,9,1,NA,244,1,1,1,1,1,"HU12_12951","HU4_32"
"400",616,1.9812,NA,NA,NA,NA,14,2,2,2,2,"HU12_13233","HU4_24"
"401",617,5.7912,NA,1.0675,NA,NA,17,12,12,12,12,"HU12_20103","HU4_31"
"402",618,5.9436,NA,NA,NA,NA,24,18,18,18,18,"HU12_13309","HU4_32"
"403",619,1.1,39,NA,NA,1688,4,4,4,4,4,"HU12_6410","HU4_37"
"404",620,1.2192,NA,NA,NA,NA,25,23,23,23,23,"HU12_11542","HU4_29"
"405",621,5.0884,8,1.7,6.5,262.5,2,2,2,2,2,"HU12_12930","HU4_32"
"406",622,2.3,9.157298275,NA,NA,NA,3,2,2,2,2,"HU12_6597","HU4_37"
"407",623,5.2693,22.25,2.98,NA,NA,2,2,2,2,2,"HU12_13322","HU4_32"
"408",624,6.4,NA,1.82,NA,NA,9,1,1,1,1,"HU12_14513","HU4_28"
"409",625,2.9,NA,NA,NA,NA,3,3,3,3,3,"HU12_19036","HU4_38"
"410",626,2.55,NA,1.83,NA,329,2,2,2,2,2,"HU12_3994","HU4_38"
"411",627,3.1264,17,4.5,19,412.5,2,2,2,2,2,"HU12_12600","HU4_30"
"412",628,3.3528,NA,NA,NA,NA,28,16,16,16,16,"HU12_12691","HU4_30"
"413",629,2.5527,20,NA,NA,1220,18,1,1,1,1,"HU12_11829","HU4_32"
"414",631,3,10,3.1,17,516,1,1,1,1,1,"HU12_12501","HU4_39"
"415",633,2,38,NA,NA,3453,4,4,4,4,4,"HU12_6030","HU4_37"
"416",634,5.3725,NA,2.88,NA,NA,18,3,3,3,3,"HU12_10941","HU4_25"
"417",637,4.57,NA,0.76,NA,307,28,2,2,2,2,"HU12_14544","HU4_25"
"418",638,1.1,13,6.69,NA,594.3,1,1,1,1,1,"HU12_9112","HU4_16"
"419",639,3.1,14.5,NA,NA,727.5,6,6,6,6,6,"HU12_6402","HU4_37"
"420",640,8.2,NA,NA,NA,NA,30,21,21,21,21,"HU12_17802","HU4_3"
"421",641,6.0198,NA,NA,NA,NA,20,12,12,12,12,"HU12_13390","HU4_33"
"422",642,0.95,80,NA,NA,NA,4,4,4,4,4,"HU12_10858","HU4_25"
"423",643,2.5692,10,3.4,NA,410.5,2,2,2,2,2,"HU12_13508","HU4_24"
"424",644,6.25,NA,NA,NA,NA,20,18,18,18,18,"HU12_17802","HU4_3"
"425",645,4,18,NA,NA,617,4,4,4,4,4,"HU12_6481","HU4_36"
"426",646,1.905,22,4.01,NA,NA,16,1,1,1,1,"HU12_11011","HU4_29"
"427",647,0.9,NA,30.67,NA,767,5,5,5,5,5,"HU12_7708","HU4_44"
"428",648,2.7432,NA,NA,NA,NA,17,12,12,12,12,"HU12_13388","HU4_33"
"429",649,4.8,NA,NA,10,NA,15,15,15,15,15,"HU12_13415","HU4_33"
"430",650,3.84048,16,NA,10,NA,1,1,1,1,1,"HU12_13309","HU4_32"
"431",652,2,27,13.8,NA,615,1,1,1,1,1,"HU12_19537","HU4_13"
"432",654,1.2,NA,NA,NA,1342,3,3,3,3,3,"HU12_6028","HU4_37"
"433",655,2.7,20,NA,NA,1178,5,5,5,5,5,"HU12_6499","HU4_37"
"434",656,0.5,24,7.7,NA,787,1,1,1,1,1,"HU12_9020","HU4_13"
"435",657,4.12,NA,6.26241,NA,928.5,2,2,2,2,2,"HU12_6727","HU4_41"
"436",658,3.655,NA,NA,NA,NA,2,3,3,3,3,"HU12_6657","HU4_41"
"437",659,3.4,NA,NA,NA,NA,1,3,3,3,3,"HU12_19238","HU4_37"
"438",660,3.2,NA,4.5175,NA,NA,5,2,2,2,2,"HU12_11032","HU4_25"
"439",661,1.15,NA,17.768183,NA,672,3,3,3,3,3,"HU12_7741","HU4_44"
"440",663,0.75,NA,15.8402165,NA,837.5,2,2,2,2,2,"HU12_6932","HU4_41"
"441",664,1.6,15,1.68,NA,385,1,1,1,1,1,"HU12_19036","HU4_38"
"442",665,1.1,58,23.62,NA,465,1,1,1,1,1,"HU12_17196","HU4_12"
"443",666,0.76,NA,32.9,NA,NA,10,3,3,3,3,"HU12_10625","HU4_54"
"444",668,3.45,10.378608605,NA,NA,NA,5,4,4,4,4,"HU12_12535","HU4_40"
"445",670,1.2192,38,NA,NA,NA,9,6,6,6,6,"HU12_12265","HU4_37"
"446",671,2.45,20,NA,NA,NA,5,5,5,5,5,"HU12_12302","HU4_37"
"447",673,1.95,NA,NA,NA,673,3,3,3,3,3,"HU12_14395","HU4_26"
"448",674,3.6574,7.5,3.85,NA,493.5,2,2,2,2,2,"HU12_12753","HU4_40"
"449",675,3.96,NA,4.2,NA,354,3,3,3,3,3,"HU12_7428","HU4_41"
"450",676,5.0673,NA,NA,NA,NA,16,14,14,14,14,"HU12_13103","HU4_27"
"451",678,0.76,NA,30.9,NA,NA,17,15,15,15,15,"HU12_10859","HU4_25"
"452",679,1.2,61,NA,NA,2871,5,5,5,5,5,"HU12_6311","HU4_41"
"453",680,2.9,NA,7.015,NA,NA,15,4,4,4,4,"HU12_11032","HU4_25"
"454",681,0.8,82,NA,NA,1128.5,6,6,6,6,6,"HU12_6457","HU4_36"
"455",682,1.5,NA,NA,9,NA,19,20,20,20,20,"HU12_17542","HU4_7"
"456",683,3.2766,12.74841342,NA,NA,NA,7,2,2,2,2,"HU12_12518","HU4_39"
"457",685,1.37,NA,NA,NA,NA,31,15,15,15,15,"HU12_10863","HU4_25"
"458",686,2.35000005,16.5,NA,NA,NA,2,2,2,2,2,"HU12_17566","HU4_5"
"459",687,1.3775,NA,NA,NA,NA,12,8,8,8,8,"HU12_11077","HU4_25"
"460",688,1.6764,NA,3.85,NA,NA,1,2,2,2,2,"HU12_14894","HU4_24"
"461",690,2.3,37,10,49,1140,1,1,1,1,1,"HU12_12453","HU4_37"
"462",692,2.515,NA,7,NA,NA,24,9,9,9,9,"HU12_10467","HU4_54"
"463",693,2.424,22,26.5,NA,1070,2,2,2,2,2,"HU12_19900","HU4_30"
"464",694,0.35,163.75,144,NA,2292.5,2,2,2,2,2,"HU12_10897","HU4_25"
"465",695,0.46,NA,75.55,NA,NA,20,6,6,6,6,"HU12_9905","HU4_53"
"466",696,1.825,20,NA,15.5,848,2,2,2,2,2,"HU12_6628","HU4_37"
"467",697,1.7406,17.5,14,NA,803,2,2,2,2,2,"HU12_12705","HU4_30"
"468",698,2.41554,22.5,NA,NA,NA,20,6,6,6,6,"HU12_11758","HU4_32"
"469",699,0.6477,NA,NA,NA,NA,2,1,1,1,1,"HU12_11855","HU4_32"
"470",700,1.2,NA,NA,NA,NA,17,13,13,13,13,"HU12_10850","HU4_25"
"471",701,2.15,53.5,3.575,NA,1007.5,2,2,2,2,2,"HU12_6408","HU4_37"
"472",703,3.8,NA,3,NA,NA,2,1,1,1,1,"HU12_20127","HU4_28"
"473",704,0.53,NA,74,NA,NA,17,13,13,13,13,"HU12_11076","HU4_25"
"474",705,0.9,137,NA,NA,1143.5,1,1,1,1,1,"HU12_13345","HU4_55"
"475",706,3.81,NA,4,NA,NA,3,3,3,3,3,"HU12_11080","HU4_25"
"476",707,1.2,10,4,NA,396,1,1,1,1,1,"HU12_6616","HU4_37"
"477",708,2.4384,NA,NA,NA,NA,1,6,6,6,6,"HU12_13838","HU4_31"
"478",709,8.6075,NA,NA,NA,NA,10,10,10,10,10,"HU12_17802","HU4_3"
"479",710,2.41935,42,NA,NA,NA,12,2,2,2,2,"HU12_10365","HU4_59"
"480",712,0.15,259.5,129.8,NA,3184,1,1,1,1,1,"HU12_9158","HU4_16"
"481",713,1.9,31,16.9,NA,264,1,1,1,1,1,"HU12_9031","HU4_16"
"482",714,4.225,9.5,NA,NA,279.5,2,2,2,2,2,"HU12_13555","HU4_24"
"483",716,1.25,46,NA,NA,NA,6,6,6,6,6,"HU12_6065","HU4_38"
"484",717,4.3,12,3.3,NA,582,1,1,1,1,1,"HU12_19996","HU4_40"
"485",719,2.7,18.5,NA,NA,NA,1,1,1,1,1,"HU12_11251","HU4_27"
"486",720,1.88595,NA,NA,NA,NA,6,5,5,5,5,"HU12_13399","HU4_33"
"487",721,1.45,44.5,NA,NA,3738,2,2,2,2,2,"HU12_6030","HU4_37"
"488",722,2.735,NA,7.0792155,NA,798,2,2,2,2,2,"HU12_7629","HU4_47"
"489",724,1.9431,25,4.3,NA,NA,4,3,3,3,3,"HU12_11254","HU4_27"
"490",726,1.595,NA,11,NA,NA,12,7,7,7,7,"HU12_11084","HU4_25"
"491",728,0.9,46.5,NA,NA,1205,4,4,4,4,4,"HU12_6490","HU4_36"
"492",729,0.76,NA,26.9,NA,NA,11,7,7,7,7,"HU12_10187","HU4_53"
"493",731,5.4931,8,2.5,NA,342,6,5,5,5,5,"HU12_12627","HU4_30"
"494",734,1.2,NA,NA,NA,NA,12,12,12,12,12,"HU12_10854","HU4_25"
"495",735,5.7956,8,NA,NA,NA,2,1,1,1,1,"HU12_13413","HU4_33"
"496",736,0.46,NA,62.5,NA,NA,7,8,8,8,8,"HU12_11115","HU4_25"
"497",737,1.7,20,3.1,NA,592,1,1,1,1,1,"HU12_9114","HU4_16"
"498",738,4.9,NA,3,NA,NA,17,12,12,12,12,"HU12_10470","HU4_54"
"499",739,0.75,42.5,100.35,NA,1330.5,1,1,1,1,1,"HU12_9139","HU4_16"
"500",740,2.974,19,3.1,6,431.5,2,2,2,2,2,"HU12_12911","HU4_32"
"501",741,3.05,NA,5,NA,NA,19,11,11,11,11,"HU12_10477","HU4_54"
"502",742,0.6477,NA,NA,NA,NA,1,2,2,2,2,"HU12_19682","HU4_55"
"503",745,2.8194,NA,NA,NA,NA,17,15,15,15,15,"HU12_13397","HU4_33"
"504",746,0.5,287,9.69,NA,2426,3,3,3,3,3,"HU12_6144","HU4_38"
"505",747,1.6002,NA,2,NA,NA,2,1,1,1,1,"HU12_6628","HU4_37"
"506",749,2.59,NA,4.5,NA,NA,19,13,13,13,13,"HU12_10697","HU4_53"
"507",750,3.81,9,NA,NA,NA,23,10,10,10,10,"HU12_11826","HU4_32"
"508",751,2.5527,NA,2.835,NA,NA,7,8,8,8,8,"HU12_11806","HU4_32"
"509",752,3.9624,NA,NA,NA,NA,6,7,7,7,7,"HU12_12619","HU4_30"
"510",753,3.955,8,13.85,NA,377.5,2,2,2,2,2,"HU12_13511","HU4_24"
"511",755,1.37,32,8.5,NA,900,13,1,1,1,1,"HU12_11137","HU4_29"
"512",757,0.6096,85,NA,80,974,1,1,1,1,1,"HU12_13481","HU4_33"
"513",758,0.85,NA,NA,NA,NA,5,6,6,6,6,"HU12_10603","HU4_53"
"514",760,1.7,28.5,NA,NA,1383.5,4,4,4,4,4,"HU12_6023","HU4_37"
"515",761,1.085,NA,NA,NA,NA,20,5,5,5,5,"HU12_13951","HU4_25"
"516",762,4.2672,11.25,3.3025,NA,NA,7,4,4,4,4,"HU12_11300","HU4_27"
"517",763,3.405,NA,3,NA,NA,10,3,3,3,3,"HU12_13964","HU4_25"
"518",764,0.6858,32.25,NA,NA,NA,7,2,2,2,2,"HU12_13427","HU4_33"
"519",765,0.675,NA,28.75,NA,NA,15,13,13,13,13,"HU12_10862","HU4_25"
"520",766,1.5,NA,NA,NA,NA,16,13,13,13,13,"HU12_10070","HU4_55"
"521",768,3.715,NA,3.44,NA,NA,15,9,9,9,9,"HU12_10895","HU4_25"
"522",769,3.15,45,2.94,NA,450,2,1,1,1,1,"HU12_19769","HU4_25"
"523",770,5.9625,NA,2,NA,NA,26,9,9,9,9,"HU12_10463","HU4_54"
"524",772,3.2385,13,3.13,NA,NA,6,1,1,1,1,"HU12_13370","HU4_33"
"525",773,1.1725,NA,NA,NA,NA,14,3,3,3,3,"HU12_11114","HU4_25"
"526",774,1.6,36,NA,NA,1565.5,4,4,4,4,4,"HU12_6292","HU4_37"
"527",776,3,15,12,15,562,1,1,1,1,1,"HU12_12952","HU4_32"
"528",777,0.86,NA,44.9,NA,NA,2,3,3,3,3,"HU12_10163","HU4_53"
"529",778,2.13,NA,17.8,NA,NA,7,1,1,1,1,"HU12_14408","HU4_26"
"530",779,2.4,22,8.8,NA,430,1,1,1,1,1,"HU12_19540","HU4_13"
"531",780,1.525,NA,NA,NA,NA,2,2,2,2,2,"HU12_19628","HU4_53"
"532",781,1.75,NA,NA,NA,NA,17,17,17,17,17,"HU12_10792","HU4_25"
"533",782,2.4,16,7.91,NA,NA,1,1,1,1,1,"HU12_13264","HU4_32"
"534",783,0.775,NA,NA,NA,NA,22,13,13,13,13,"HU12_10234","HU4_55"
"535",785,4.1148,NA,3.65,NA,NA,20,10,10,10,10,"HU12_12383","HU4_37"
"536",786,1,75.09,57,NA,394,1,1,1,1,1,"HU12_9143","HU4_16"
"537",787,2.3,23,5.61,NA,940,1,1,1,1,1,"HU12_10660","HU4_53"
"538",790,4.572,NA,3,NA,NA,12,5,5,5,5,"HU12_13725","HU4_31"
"539",791,1.64,NA,13.97,NA,NA,14,3,3,3,3,"HU12_10762","HU4_25"
"540",792,2.12,NA,12.620462,NA,779,1,1,1,1,1,"HU12_5040","HU4_46"
"541",793,1.1,80.5,NA,NA,1450,2,2,2,2,2,"HU12_6398","HU4_37"
"542",795,2.5192,10.5,2.15,NA,403.5,2,2,2,2,2,"HU12_13560","HU4_24"
"543",799,0.5,70.5,NA,NA,1289,4,4,4,4,4,"HU12_6156","HU4_38"
"544",800,2.21,NA,17.35,NA,NA,16,1,1,1,1,"HU12_10863","HU4_25"
"545",802,2.5908,15.5,6.37,NA,NA,23,6,6,6,6,"HU12_13362","HU4_33"
"546",803,1.6764,27.5,NA,NA,NA,13,11,11,11,11,"HU12_13111","HU4_27"
"547",804,2.665,NA,7.395,NA,NA,23,4,4,4,4,"HU12_10960","HU4_25"
"548",806,4.5,5,NA,40,NA,1,1,1,1,1,"HU12_17734","HU4_5"
"549",807,3.55,NA,6.5,NA,NA,4,4,4,4,4,"HU12_12556","HU4_40"
"550",808,1.1,38,NA,NA,837,3,3,3,3,3,"HU12_4998","HU4_38"
"551",809,2,24.55,15.6,NA,393,1,1,1,1,1,"HU12_9093","HU4_16"
"552",810,3.7338,12,3.4,NA,612,11,3,3,3,3,"HU12_12731","HU4_40"
"553",811,5.6388,NA,NA,NA,NA,12,11,11,11,11,"HU12_13387","HU4_33"
"554",812,3.1242,18,4.3,NA,403,10,3,3,3,3,"HU12_12231","HU4_30"
"555",814,0.57,313.5,NA,NA,NA,1,1,1,1,1,"HU12_10867","HU4_25"
"556",815,1.7526,22,4.565,NA,NA,2,3,3,3,3,"HU12_12100","HU4_32"
"557",816,1.05,28,7.145,NA,NA,2,2,2,2,2,"HU12_14774","HU4_28"
"558",817,11.23,NA,NA,NA,NA,28,11,11,11,11,"HU12_17800","HU4_3"
"559",818,2.6478,23,8.1,34,584,2,1,1,1,1,"HU12_12961","HU4_32"
"560",819,2.55,57,NA,NA,1507.5,4,4,4,4,4,"HU12_6025","HU4_37"
"561",820,2.0338,63,NA,22,1104.5,2,1,1,1,1,"HU12_12524","HU4_39"
"562",821,2.4,14,3,NA,763,1,1,1,1,1,"HU12_19245","HU4_37"
"563",822,3.9624,17.35,9.625,NA,576.65,14,4,4,4,4,"HU12_12271","HU4_37"
"564",823,3.78,11,NA,NA,NA,16,17,17,17,17,"HU12_13244","HU4_32"
"565",824,2.3622,21,NA,NA,NA,25,15,15,15,15,"HU12_11829","HU4_32"
"566",826,0.4,120,39.7,NA,NA,1,1,1,1,1,"HU12_16641","HU4_10"
"567",827,0.65,NA,NA,NA,NA,23,19,19,19,19,"HU12_12000","HU4_34"
"568",829,0.6,80,13.5,NA,888,1,1,1,1,1,"HU12_9151","HU4_16"
"569",830,1.6596,32.5,8.4,NA,773.5,2,2,2,2,2,"HU12_13490","HU4_24"
"570",831,4.5339,NA,NA,NA,NA,12,7,7,7,7,"HU12_12500","HU4_39"
"571",832,2.4,20,7.4,23,601,1,1,1,1,1,"HU12_12368","HU4_37"
"572",833,1.2575,NA,22,NA,NA,14,3,3,3,3,"HU12_11035","HU4_25"
"573",834,4.4196,NA,2,NA,NA,12,11,11,11,11,"HU12_13600","HU4_30"
"574",835,5.8674,14.5,0.91,NA,576.5,12,2,2,2,2,"HU12_13652","HU4_31"
"575",836,3.6812,12,3.15,NA,723,2,2,2,2,2,"HU12_12513","HU4_39"
"576",837,1.6002,41,NA,NA,NA,8,3,3,3,3,"HU12_11586","HU4_33"
"577",838,1.9,NA,NA,NA,NA,12,11,11,11,11,"HU12_17596","HU4_5"
"578",839,3.05,17.5,NA,NA,912.5,2,2,2,2,2,"HU12_6031","HU4_37"
"579",840,1.8288,15,5.3,NA,881,3,3,3,3,3,"HU12_20004","HU4_40"
"580",841,1.15824,45.75,NA,NA,NA,11,6,6,6,6,"HU12_13242","HU4_32"
"581",842,2.59,NA,7.48,NA,NA,14,5,5,5,5,"HU12_14163","HU4_26"
"582",843,1.385,NA,NA,NA,NA,24,8,8,8,8,"HU12_10855","HU4_25"
"583",845,1.7145,NA,5.5,NA,NA,12,2,2,2,2,"HU12_6534","HU4_37"
"584",846,1.1,28,3.46,NA,555,3,3,3,3,3,"HU12_3994","HU4_38"
"585",847,2.286,NA,5,NA,NA,12,12,12,12,12,"HU12_12300","HU4_37"
"586",848,2.44,NA,9.25,NA,NA,3,2,2,2,2,"HU12_11045","HU4_25"
"587",850,3.5,15,NA,NA,674,5,5,5,5,5,"HU12_6407","HU4_37"
"588",851,0.9,32,21,NA,930,1,1,1,1,1,"HU12_6627","HU4_37"
"589",852,3.048,14,1.5,7,395,24,1,1,1,1,"HU12_6638","HU4_37"
"590",853,0.5725,170,38,NA,NA,22,3,3,3,3,"HU12_9348","HU4_53"
"591",854,4.5646,7.5,1.05,NA,393,2,2,2,2,2,"HU12_20081","HU4_31"
"592",855,0.3151,NA,32.1276415,NA,654.5,2,2,2,2,2,"HU12_7863","HU4_44"
"593",857,1.22,NA,NA,NA,NA,29,11,11,11,11,"HU12_10851","HU4_25"
"594",858,3.6576,11,NA,NA,NA,23,15,15,15,15,"HU12_12095","HU4_32"
"595",859,1.645,NA,NA,NA,NA,4,3,3,3,3,"HU12_14486","HU4_25"
"596",860,1.4,57,14.58,NA,1065,3,3,3,3,3,"HU12_6123","HU4_38"
"597",862,1,11,5.19,NA,1593,1,1,1,1,1,"HU12_16800","HU4_13"
"598",863,2.2,NA,NA,NA,NA,1,2,2,2,2,"HU12_17566","HU4_5"
"599",864,6.096,7,NA,NA,148,3,3,3,3,3,"HU12_12910","HU4_32"
"600",865,1.2192,21.5,NA,NA,NA,17,10,10,10,10,"HU12_13430","HU4_33"
"601",867,1.14,51,NA,NA,NA,2,3,3,3,3,"HU12_12525","HU4_39"
