"","lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","groups","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout","cluster_strat75_holdout","cluster_random50_holdout"
"152",225,17,NA,3.0999999,"2002-08-14",2002,8,814,6522,"VT_DWQ_NUTRIENT",2.3,3,"HU4_7",2,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"153",226,10,368,0.8,"1991-07-24",1991,7,724,6548,"MN_MPCA_CHEM",4,4,"HU4_25",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"154",228,NA,NA,6.8,"1999-06-16",1999,6,616,6567,"MN_MPCA_CHEM_1999_2012",0.91,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"155",230,4,954,NA,"1992-07-22",1992,7,722,6594,"WI_DNR_NUTRIENT",10,3,"HU4_55",2,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA
"156",231,11.3999996,NA,1.7,"2005-07-13",2005,7,713,6619,"VT_DWQ_NUTRIENT",0.9,3,"HU4_7",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"157",232,37,NA,NA,"1993-07-19",1993,7,719,6620,"WI_DNR_NUTRIENT",1,2,"HU4_29",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"158",233,NA,NA,NA,"2004-08-06",NA,NA,NA,NA,NA,3.66,1,"HU4_26",NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"159",236,100,NA,59,"1990-07-09",1990,7,709,6627,"MN_MPCA_CHEM",0.6,3,"HU4_25",2,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"160",237,14,171,0.75,"1993-08-08",1993,8,808,6709,"MN_MPCA_CHEM",NA,3,"HU4_28",2,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"161",239,21,NA,3.4000001,"2002-06-19",2002,6,619,6715,"VT_DWQ_NUTRIENT",3.5,3,"HU4_7",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"162",240,14,NA,6.45,"2008-06-16",2008,6,616,6719,"MN_SENTINEL",2.1,3,"HU4_26",2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"163",241,10.1000004,NA,NA,"2006-07-13",2006,7,713,6836,"VT_DWQ_NUTRIENT",3.5,2,"HU4_7",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"164",242,13,NA,1.3,"2002-06-26",2002,6,626,6850,"VT_DWQ_NUTRIENT",4,3,"HU4_7",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"165",245,18,NA,3.74,"2011-07-20",2011,7,720,6856,"WI_DNR_NUTRIENT",NA,2,"HU4_36",2,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"166",246,7,280,2.6,"1996-08-30",1996,8,830,6857,"ME_ANP_post_2006",4.8,4,"HU4_3",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"167",249,56,650,4.6900001,"1992-06-23",1992,6,623,6925,"VT_DWQ_NUTRIENT",0.5,4,"HU4_5",1,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"168",251,NA,NA,7,"2005-06-16",2005,6,616,7232,"MN_MPCA_CHEM_1999_2012",4.3,2,"HU4_29",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"169",252,75,NA,3.17,"1997-07-31",1997,7,731,7293,"MN_MPCA_CHEM",2.2,3,"HU4_28",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"170",254,5,1200,6,"1999-06-28",1999,6,628,7298,"MN_GPR_CHEM",NA,3,"HU4_28",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"171",255,27,NA,6.49,"1998-08-05",1998,8,805,7340,"MN_MPCA_CHEM",NA,2,"HU4_55",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"172",256,63,1420,17,"1994-06-16",1994,6,616,7343,"MN_MPCA_CHEM",2,4,"HU4_29",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"173",259,NA,NA,2.18,"2008-06-17",2008,6,617,7443,"MN_MPCA_CHEM_1999_2012",0.7,2,"HU4_26",1,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"174",260,13,720,1.92,"1995-06-21",1995,6,621,7465,"MN_MPCA_CHEM",2.1,4,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"175",262,16,532,2.43,"1991-07-24",1991,7,724,7556,"MN_MPCA_CHEM",NA,3,"HU4_26",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"176",263,NA,NA,1.2,"2004-06-30",2004,6,630,7561,"MN_MPCA_CHEM_1999_2012",2,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"177",266,13,NA,2.27,"2007-07-25",2007,7,725,7581,"WI_DNR_NUTRIENT",2.5,3,"HU4_29",2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"178",270,20,NA,3.06,"2007-07-23",2007,7,723,7639,"WI_DNR_NUTRIENT",3.1242,3,"HU4_27",2,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"179",271,300,NA,40,"1990-07-23",1990,7,723,7644,"MN_MPCA_CHEM",0.7,3,"HU4_25",3,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"180",273,19,NA,NA,"1996-08-20",1996,8,820,7648,"WI_DNR_NUTRIENT",3.3528,2,"HU4_27",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"181",279,NA,NA,1,"2010-06-16",2010,6,616,7664,"MN_MPCA_CHEM_1999_2012",1.98,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"182",280,110,NA,39,"1990-07-10",1990,7,710,7679,"MN_MPCA_CHEM",0.4,3,"HU4_25",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"183",281,114,1346,NA,"2001-08-16",2001,8,816,7693,"WI_DNR_NUTRIENT",NA,2,"HU4_27",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"184",282,NA,NA,NA,"1990-06-20",NA,NA,NA,NA,NA,1.83,1,"HU4_53",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"185",283,NA,NA,33.3,"1999-06-24",1999,6,624,7709,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_25",3,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"186",284,8,260,2,"1995-07-24",1995,7,724,7812,"ME_ANP_post_2006",3.2,4,"HU4_3",3,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"187",290,NA,NA,NA,"2008-08-19",NA,NA,NA,NA,NA,5.6388,1,"HU4_32",2,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"188",291,93,1770,82.5,"1994-08-15",1994,8,815,7842,"MN_MPCA_CHEM",0.75,4,"HU4_55",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"189",292,NA,NA,1,"2011-06-21",2011,6,621,7856,"MN_MPCA_CHEM_1999_2012",3.7,2,"HU4_29",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"190",293,NA,NA,NA,"1999-06-26",NA,NA,NA,NA,NA,4.42,1,"HU4_25",2,TRUE,FALSE,NA,FALSE,TRUE,FALSE,NA
"191",294,NA,NA,NA,"2011-09-13",NA,NA,NA,NA,NA,0.42672,1,"HU4_55",2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"192",295,NA,NA,47.3,"2000-09-13",2000,9,913,7866,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_26",1,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"193",299,22,790,3.04,"1995-06-19",1995,6,619,7873,"MN_MPCA_CHEM",3.2,4,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"194",301,22,600,7,"2000-07-10",2000,7,710,7914,"MN_GPR_CHEM",NA,3,"HU4_28",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"195",302,NA,NA,NA,"1996-07-09",NA,NA,NA,NA,NA,1.5,1,"HU4_5",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"196",305,NA,NA,129,"1999-06-21",1999,6,621,7976,"MN_MPCA_CHEM_1999_2012",0.33,2,"HU4_25",2,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"197",306,NA,NA,63.4,"2004-07-08",2004,7,708,8040,"MN_MPCA_CHEM_1999_2012",1.5,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"198",307,NA,NA,150,"1999-06-15",1999,6,615,8069,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_53",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"199",309,NA,NA,NA,"2005-07-14",NA,NA,NA,NA,NA,5.79,1,"HU4_28",NA,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"200",312,NA,NA,NA,"2006-07-03",NA,NA,NA,NA,NA,1.07,1,"HU4_26",2,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"201",314,281,4540,74.5,"1995-07-13",1995,7,713,8227,"MN_MPCA_CHEM",NA,3,"HU4_55",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"202",315,NA,NA,4,"2004-06-29",2004,6,629,8241,"MN_MPCA_CHEM_1999_2012",3.7,2,"HU4_25",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"203",316,NA,NA,2.56,"2008-06-24",2008,6,624,8292,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_26",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"204",317,NA,NA,2,"1999-06-19",1999,6,619,8316,"MN_MPCA_CHEM_1999_2012",4.42,2,"HU4_53",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"205",320,NA,NA,NA,"2000-06-25",NA,NA,NA,NA,NA,1.6002,1,"HU4_29",1,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"206",321,NA,NA,NA,"2005-06-20",NA,NA,NA,NA,NA,3.66,1,"HU4_54",2,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"207",325,5,NA,1.1,"2004-07-27",2004,7,727,8428,"VT_DWQ_NUTRIENT",5,3,"HU4_5",2,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"208",328,239,4600,NA,"2007-08-08",2007,8,808,8431,"EPA_NLA_CHEM",0.25,3,"HU4_53",1,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"209",329,NA,NA,NA,"1992-07-06",NA,NA,NA,NA,NA,6.1,1,"HU4_26",2,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"210",332,6,NA,0.03,"2003-06-25",2003,6,625,8451,"VT_DWQ_NUTRIENT",6.6999998,3,"HU4_5",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"211",333,NA,NA,NA,"2006-09-13",2006,9,913,8453,"MN_MPCA_CHEM_1999_2012",0.4,1,"HU4_56",2,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA
"212",334,18,790,6.41,"1994-06-16",1994,6,616,8478,"MN_MPCA_CHEM",3,4,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"213",335,NA,NA,89,"2000-06-19",2000,6,619,8551,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"214",336,18,740,5.9,"1992-07-28",1992,7,728,8665,"MN_MPCA_CHEM",NA,3,"HU4_28",2,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"215",338,86,2370,73.7,"1994-08-15",1994,8,815,8679,"MN_MPCA_CHEM",0.5,4,"HU4_55",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"216",339,10,300,2.4,"1990-07-17",1990,7,717,8691,"MN_MPCA_CHEM",3.3,4,"HU4_25",1,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"217",343,NA,NA,3.06,"2004-06-29",2004,6,629,8728,"MN_MPCA_CHEM_1999_2012",3.5,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"218",345,NA,NA,2.34,"2001-06-26",2001,6,626,8774,"MN_MPCA_CHEM_1999_2012",1,2,"HU4_28",1,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"219",346,10,299,2.32,"1991-07-23",1991,7,723,8778,"MN_MPCA_CHEM",2.7,4,"HU4_26",2,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"220",348,NA,NA,NA,"2005-07-12",NA,NA,NA,NA,NA,2.74,1,"HU4_28",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"221",349,122,1343,NA,"2007-07-11",2007,7,711,8794,"EPA_NLA_CHEM",0.5,3,"HU4_53",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"222",350,17,725,5.09,"1991-07-11",1991,7,711,8797,"MN_MPCA_CHEM",2.6,4,"HU4_28",2,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"223",352,14,520,3,"1992-07-28",1992,7,728,8822,"MN_MPCA_CHEM",NA,3,"HU4_28",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"224",356,NA,NA,0.49,"1999-06-16",1999,6,616,8960,"MN_MPCA_CHEM_1999_2012",0.61,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"225",358,NA,481,NA,"2001-06-21",2001,6,621,9041,"MN_MPCA_CHEM_1999_2012",1.4,2,"HU4_25",4,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"226",360,22,NA,0.77,"2007-06-25",2007,6,625,9043,"VT_DWQ_NUTRIENT",1.5,3,"HU4_5",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"227",361,NA,NA,33,"1999-07-06",1999,7,706,9050,"MN_MPCA_CHEM_1999_2012",0.8,2,"HU4_53",3,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"228",362,34,590,4.88,"1991-07-17",1991,7,717,9062,"MN_MPCA_CHEM",1.5,4,"HU4_26",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"229",363,381,9560,210,"1994-06-27",1994,6,627,9064,"MN_MPCA_CHEM",0.15,4,"HU4_57",3,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"230",364,NA,NA,NA,"2009-08-06",NA,NA,NA,NA,NA,0.61,1,"HU4_25",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"231",366,NA,NA,1.7,"2011-08-05",2011,8,805,9100,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_25",4,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"232",367,NA,NA,NA,"2001-07-11",2001,7,711,9104,"VT_DWQ_NUTRIENT",3.4000001,1,"HU4_5",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"233",368,NA,NA,6.31,"2008-06-24",2008,6,624,9112,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_26",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"234",369,314,5000,4.01,"1997-06-20",1997,6,620,9122,"MN_MPCA_CHEM",1.9,4,"HU4_53",2,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"235",370,NA,NA,NA,"1993-08-11",1993,8,811,9126,"VT_DWQ_NUTRIENT",1,1,"HU4_12",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"236",373,240,NA,61,"1990-07-23",1990,7,723,9135,"MN_MPCA_CHEM",0.3,3,"HU4_25",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"237",375,NA,NA,12.3,"1999-07-07",1999,7,707,9160,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"238",381,NA,1860,22.4,"1991-08-07",1991,8,807,9279,"MN_MPCA_CHEM",2.3,3,"HU4_54",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"239",384,27,717,5.5,"1991-07-23",1991,7,723,9327,"MN_MPCA_CHEM",NA,3,"HU4_26",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"240",386,NA,NA,5.1,"2000-06-16",2000,6,616,9350,"MN_MPCA_CHEM_1999_2012",4.72,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"241",388,NA,NA,5,"2011-06-21",2011,6,621,9405,"MN_MPCA_CHEM_1999_2012",2.1,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"242",392,NA,NA,18.7,"2010-06-23",2010,6,623,9429,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"243",398,50,NA,18,"1992-06-22",1992,6,622,9454,"MN_MPCA_CHEM",1,3,"HU4_25",2,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"244",401,NA,NA,52.1,"2004-07-27",2004,7,727,9468,"MN_MPCA_CHEM_1999_2012",0.2,2,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"245",403,NA,NA,64.4,"2009-07-08",2009,7,708,9521,"MN_MPCA_CHEM_1999_2012",0.7,2,"HU4_53",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"246",405,NA,NA,2,"2008-06-16",2008,6,616,9531,"MN_MPCA_CHEM_1999_2012",7.92,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"247",407,NA,NA,15,"2005-06-16",2005,6,616,9544,"MN_MPCA_CHEM_1999_2012",1.7,2,"HU4_29",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"248",408,NA,NA,1,"2011-07-10",2011,7,710,9595,"MN_MPCA_CHEM_1999_2012",4.3,2,"HU4_28",4,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"249",409,5,NA,NA,"1996-09-05",1996,9,905,9604,"WI_DNR_NUTRIENT",NA,1,"HU4_33",2,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"250",410,NA,NA,NA,"1990-08-07",1990,8,807,9642,"VT_DWQ_NUTRIENT",1.7,1,"HU4_7",2,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"251",411,NA,NA,NA,"1992-07-05",NA,NA,NA,NA,NA,3.96,1,"HU4_26",2,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"252",412,NA,NA,65,"2002-06-25",2002,6,625,9658,"MN_MPCA_CHEM_1999_2012",0.4,2,"HU4_56",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"253",413,53,3110,5.77,"1993-06-23",1993,6,623,9701,"MN_MPCA_CHEM",2.3,4,"HU4_53",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"254",414,NA,NA,NA,"2011-06-28",NA,NA,NA,NA,NA,1,1,"HU4_26",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"255",417,86,NA,9.99,"2008-06-19",2008,6,619,9775,"WI_DNR_NUTRIENT",0.7,3,"HU4_32",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"256",418,14,NA,1.36,"1995-06-15",1995,6,615,9844,"VT_DWQ_NUTRIENT",4.1999998,3,"HU4_5",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"257",421,40,1296,NA,"2007-07-31",2007,7,731,10029,"EPA_NLA_CHEM",0.9,3,"HU4_29",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"258",422,NA,NA,39,"2008-07-31",2008,7,731,10031,"MN_MPCA_CHEM_1999_2012",0.46,2,"HU4_53",2,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"259",425,24,630,4.41,"1994-06-21",1994,6,621,10043,"MN_MPCA_CHEM",3.35,4,"HU4_25",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"260",429,NA,NA,12,"2000-06-23",2000,6,623,10089,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"261",430,NA,NA,NA,"2005-06-16",2005,6,616,10120,"MN_MPCA_CHEM_1999_2012",NA,0,"HU4_26",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"262",431,1184,15625,NA,"2007-07-23",2007,7,723,10122,"EPA_NLA_CHEM",0.1,3,"HU4_25",4,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"263",432,NA,NA,NA,"2005-08-11",NA,NA,NA,NA,NA,5.18,1,"HU4_26",NA,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"264",433,NA,NA,NA,"2007-07-27",NA,NA,NA,NA,NA,4.88,1,"HU4_26",1,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"265",435,NA,NA,3,"2000-07-09",2000,7,709,10146,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_25",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"266",436,NA,NA,4,"2000-06-27",2000,6,627,10180,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_53",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"267",437,59,1062,19,"2009-09-09",2009,9,909,10257,"MI_DEQ_LWQA",0.9,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"268",439,61,1526,13.56,"1995-08-22",1995,8,822,10261,"IN_chemistry",0.5,4,"HU4_38",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"269",440,282,NA,113,"1998-07-31",1998,7,731,10267,"MN_MPCA_CHEM",0.3,3,"HU4_25",1,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"270",441,NA,NA,4,"2008-06-25",2008,6,625,10351,"MN_MPCA_CHEM_1999_2012",2.9,2,"HU4_25",3,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"271",442,11,NA,2.82,"1997-08-13",1997,8,813,10381,"MN_MPCA_CHEM",3,3,"HU4_29",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"272",444,NA,NA,5.5,"2009-08-25",2009,8,825,10473,"MI_DEQ_LWQA",0.76,2,"HU4_30",3,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"273",446,16,NA,1.38,"2002-07-01",2002,7,701,10493,"WI_DNR_NUTRIENT",2.0574,3,"HU4_24",2,TRUE,TRUE,NA,TRUE,FALSE,FALSE,NA
"274",447,176.3,8084,36.9,"2006-06-15",2006,6,615,11135,"OH_ODW_CHEM",0.55,4,"HU4_46",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"275",448,9,785,5.2,"2005-08-09",2005,8,809,11191,"MI_DEQ_LWQA",NA,3,"HU4_31",2,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"276",449,29,1331,2,"2003-08-14",2003,8,814,11195,"MI_DEQ_LWQA",NA,3,"HU4_24",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"277",450,43,1064,8.6,"2007-06-19",2007,6,619,11199,"NJ_DEP_CHEM",1.7,4,"HU4_13",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"278",451,NA,897,43.634159,"2006-07-26",2006,7,726,11203,"OH_MIAMI_CHEM",6.5,3,"HU4_48",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"279",452,13,400,2.4,"1990-07-18",1990,7,718,11208,"MN_MPCA_CHEM",3.2,4,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"280",453,NA,NA,NA,"2008-06-19",NA,NA,NA,NA,NA,3.7338,1,"HU4_24",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"281",454,NA,NA,7,"1999-06-20",1999,6,620,11296,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"282",455,67,1027,1.67,"1997-07-22",1997,7,722,11348,"IN_chemistry",2.6,4,"HU4_38",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"283",456,90,1517,NA,"1995-07-12",1995,7,712,11353,"WI_DNR_NUTRIENT",0.6,3,"HU4_27",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"284",457,178,NA,56.1,"1996-07-23",1996,7,723,11359,"MN_MPCA_CHEM",1.1,3,"HU4_53",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"285",459,NA,849,34.321427,"2006-08-28",2006,8,828,11376,"OH_MIAMI_CHEM",0.79,3,"HU4_48",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"286",460,NA,NA,6,"2008-06-29",2008,6,629,11385,"MN_MPCA_CHEM_1999_2012",3.96,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"287",461,NA,NA,4,"2000-06-22",2000,6,622,11410,"MN_MPCA_CHEM_1999_2012",4.27,2,"HU4_54",1,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"288",462,NA,NA,1.2,"2003-08-19",2003,8,819,11449,"MN_MPCA_CHEM_1999_2012",4.27,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"289",464,10,NA,3.9,"1991-07-23",1991,7,723,11485,"MN_MPCA_CHEM",2.6,3,"HU4_25",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"290",465,NA,NA,2.3,"2003-06-23",2003,6,623,11498,"MN_MPCA_CHEM_1999_2012",4.11,2,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"291",466,10,150,0.8,"1995-07-24",1995,7,724,11539,"ME_ANP_post_2006",10.1,4,"HU4_3",3,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"292",468,77,5460,191,"1991-07-09",1991,7,709,11645,"MN_MPCA_CHEM",0.5,4,"HU4_55",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"293",469,NA,NA,30.6,"2001-06-19",2001,6,619,11675,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"294",470,NA,NA,3,"1999-08-04",1999,8,804,11679,"MA_DEP_CHEM",1.8,2,"HU4_11",3,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"295",471,NA,NA,40.8,"1999-06-15",1999,6,615,11688,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_56",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"296",472,196.83,618,59.4,"2005-07-28",2005,7,728,11741,"NJ_DEP_CHEM",0.4,4,"HU4_16",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"297",473,8,302,2.8,"2010-08-16",2010,8,816,11744,"MI_DEQ_LWQA",4.6,4,"HU4_32",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"298",474,110,NA,81,"2008-07-31",2008,7,731,11756,"MN_SENTINEL",0.6,3,"HU4_53",3,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"299",475,NA,NA,40.9,"2009-06-25",2009,6,625,11821,"MN_MPCA_CHEM_1999_2012",0.5,2,"HU4_53",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"300",477,18,561,3.03,"1990-08-07",1990,8,807,11870,"MN_MPCA_CHEM",2.7,4,"HU4_29",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
