"lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout"
256,63,1420,17,1994-06-16,1994,6,"0616",7343,"MN_MPCA_CHEM",2,4,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
259,NA,NA,2.18,2008-06-17,2008,6,"0617",7443,"MN_MPCA_CHEM_1999_2012",0.7,2,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
260,13,720,1.92,1995-06-21,1995,6,"0621",7465,"MN_MPCA_CHEM",2.1,4,"HU4_26",TRUE,FALSE,FALSE,FALSE,TRUE
262,16,532,2.43,1991-07-24,1991,7,"0724",7556,"MN_MPCA_CHEM",NA,3,"HU4_26",FALSE,FALSE,FALSE,FALSE,TRUE
263,NA,NA,1.2,2004-06-30,2004,6,"0630",7561,"MN_MPCA_CHEM_1999_2012",2,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
266,13,NA,2.27,2007-07-25,2007,7,"0725",7581,"WI_DNR_NUTRIENT",2.5,3,"HU4_29",TRUE,FALSE,FALSE,TRUE,TRUE
270,20,NA,3.06,2007-07-23,2007,7,"0723",7639,"WI_DNR_NUTRIENT",3.1242,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
271,300,NA,40,1990-07-23,1990,7,"0723",7644,"MN_MPCA_CHEM",0.7,3,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
273,19,NA,NA,1996-08-20,1996,8,"0820",7648,"WI_DNR_NUTRIENT",3.3528,2,"HU4_27",TRUE,TRUE,FALSE,FALSE,FALSE
279,NA,NA,1,2010-06-16,2010,6,"0616",7664,"MN_MPCA_CHEM_1999_2012",1.98,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
280,110,NA,39,1990-07-10,1990,7,"0710",7679,"MN_MPCA_CHEM",0.4,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
281,114,1346,NA,2001-08-16,2001,8,"0816",7693,"WI_DNR_NUTRIENT",NA,2,"HU4_27",TRUE,FALSE,FALSE,FALSE,TRUE
282,NA,NA,NA,1990-06-20,NA,NA,NA,NA,NA,1.83,1,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
283,NA,NA,33.3,1999-06-24,1999,6,"0624",7709,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
284,8,260,2,1995-07-24,1995,7,"0724",7812,"ME_ANP_post_2006",3.2,4,"HU4_3",FALSE,TRUE,FALSE,TRUE,TRUE
290,NA,NA,NA,2008-08-19,NA,NA,NA,NA,NA,5.6388,1,"HU4_32",TRUE,FALSE,FALSE,TRUE,TRUE
291,93,1770,82.5,1994-08-15,1994,8,"0815",7842,"MN_MPCA_CHEM",0.75,4,"HU4_55",FALSE,TRUE,TRUE,TRUE,TRUE
292,NA,NA,1,2011-06-21,2011,6,"0621",7856,"MN_MPCA_CHEM_1999_2012",3.7,2,"HU4_29",TRUE,TRUE,FALSE,TRUE,FALSE
293,NA,NA,NA,1999-06-26,NA,NA,NA,NA,NA,4.42,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
294,NA,NA,NA,2011-09-13,NA,NA,NA,NA,NA,0.42672,1,"HU4_55",FALSE,TRUE,TRUE,TRUE,TRUE
295,NA,NA,47.3,2000-09-13,2000,9,"0913",7866,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
299,22,790,3.04,1995-06-19,1995,6,"0619",7873,"MN_MPCA_CHEM",3.2,4,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
301,22,600,7,2000-07-10,2000,7,"0710",7914,"MN_GPR_CHEM",NA,3,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
302,NA,NA,NA,1996-07-09,NA,NA,NA,NA,NA,1.5,1,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
305,NA,NA,129,1999-06-21,1999,6,"0621",7976,"MN_MPCA_CHEM_1999_2012",0.33,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
306,NA,NA,63.4,2004-07-08,2004,7,"0708",8040,"MN_MPCA_CHEM_1999_2012",1.5,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,FALSE
307,NA,NA,150,1999-06-15,1999,6,"0615",8069,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
309,NA,NA,NA,2005-07-14,NA,NA,NA,NA,NA,5.79,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,FALSE
312,NA,NA,NA,2006-07-03,NA,NA,NA,NA,NA,1.07,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
314,281,4540,74.5,1995-07-13,1995,7,"0713",8227,"MN_MPCA_CHEM",NA,3,"HU4_55",FALSE,TRUE,TRUE,TRUE,TRUE
315,NA,NA,4,2004-06-29,2004,6,"0629",8241,"MN_MPCA_CHEM_1999_2012",3.7,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
316,NA,NA,2.56,2008-06-24,2008,6,"0624",8292,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
317,NA,NA,2,1999-06-19,1999,6,"0619",8316,"MN_MPCA_CHEM_1999_2012",4.42,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,FALSE
320,NA,NA,NA,2000-06-25,NA,NA,NA,NA,NA,1.6002,1,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
321,NA,NA,NA,2005-06-20,NA,NA,NA,NA,NA,3.66,1,"HU4_54",FALSE,FALSE,TRUE,TRUE,TRUE
325,5,NA,1.1,2004-07-27,2004,7,"0727",8428,"VT_DWQ_NUTRIENT",5,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,FALSE
328,239,4600,NA,2007-08-08,2007,8,"0808",8431,"EPA_NLA_CHEM",0.25,3,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
329,NA,NA,NA,1992-07-06,NA,NA,NA,NA,NA,6.1,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
332,6,NA,0.03,2003-06-25,2003,6,"0625",8451,"VT_DWQ_NUTRIENT",6.6999998,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
333,NA,NA,NA,2006-09-13,2006,9,"0913",8453,"MN_MPCA_CHEM_1999_2012",0.4,1,"HU4_56",TRUE,TRUE,TRUE,FALSE,TRUE
334,18,790,6.41,1994-06-16,1994,6,"0616",8478,"MN_MPCA_CHEM",3,4,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
335,NA,NA,89,2000-06-19,2000,6,"0619",8551,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,FALSE
336,18,740,5.9,1992-07-28,1992,7,"0728",8665,"MN_MPCA_CHEM",NA,3,"HU4_28",FALSE,FALSE,FALSE,FALSE,TRUE
338,86,2370,73.7,1994-08-15,1994,8,"0815",8679,"MN_MPCA_CHEM",0.5,4,"HU4_55",TRUE,TRUE,TRUE,TRUE,TRUE
339,10,300,2.4,1990-07-17,1990,7,"0717",8691,"MN_MPCA_CHEM",3.3,4,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
343,NA,NA,3.06,2004-06-29,2004,6,"0629",8728,"MN_MPCA_CHEM_1999_2012",3.5,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
345,NA,NA,2.34,2001-06-26,2001,6,"0626",8774,"MN_MPCA_CHEM_1999_2012",1,2,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
346,10,299,2.32,1991-07-23,1991,7,"0723",8778,"MN_MPCA_CHEM",2.7,4,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
348,NA,NA,NA,2005-07-12,NA,NA,NA,NA,NA,2.74,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,FALSE
349,122,1343,NA,2007-07-11,2007,7,"0711",8794,"EPA_NLA_CHEM",0.5,3,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
350,17,725,5.09,1991-07-11,1991,7,"0711",8797,"MN_MPCA_CHEM",2.6,4,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
352,14,520,3,1992-07-28,1992,7,"0728",8822,"MN_MPCA_CHEM",NA,3,"HU4_28",FALSE,TRUE,FALSE,FALSE,FALSE
356,NA,NA,0.49,1999-06-16,1999,6,"0616",8960,"MN_MPCA_CHEM_1999_2012",0.61,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
358,NA,481,NA,2001-06-21,2001,6,"0621",9041,"MN_MPCA_CHEM_1999_2012",1.4,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
360,22,NA,0.77,2007-06-25,2007,6,"0625",9043,"VT_DWQ_NUTRIENT",1.5,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
361,NA,NA,33,1999-07-06,1999,7,"0706",9050,"MN_MPCA_CHEM_1999_2012",0.8,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
362,34,590,4.88,1991-07-17,1991,7,"0717",9062,"MN_MPCA_CHEM",1.5,4,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
363,381,9560,210,1994-06-27,1994,6,"0627",9064,"MN_MPCA_CHEM",0.15,4,"HU4_57",FALSE,TRUE,TRUE,FALSE,TRUE
364,NA,NA,NA,2009-08-06,NA,NA,NA,NA,NA,0.61,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
366,NA,NA,1.7,2011-08-05,2011,8,"0805",9100,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
367,NA,NA,NA,2001-07-11,2001,7,"0711",9104,"VT_DWQ_NUTRIENT",3.4000001,1,"HU4_5",FALSE,TRUE,FALSE,TRUE,FALSE
368,NA,NA,6.31,2008-06-24,2008,6,"0624",9112,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
369,314,5000,4.01,1997-06-20,1997,6,"0620",9122,"MN_MPCA_CHEM",1.9,4,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
370,NA,NA,NA,1993-08-11,1993,8,"0811",9126,"VT_DWQ_NUTRIENT",1,1,"HU4_12",FALSE,TRUE,FALSE,TRUE,TRUE
373,240,NA,61,1990-07-23,1990,7,"0723",9135,"MN_MPCA_CHEM",0.3,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
375,NA,NA,12.3,1999-07-07,1999,7,"0707",9160,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
381,NA,1860,22.4,1991-08-07,1991,8,"0807",9279,"MN_MPCA_CHEM",2.3,3,"HU4_54",FALSE,TRUE,TRUE,TRUE,FALSE
384,27,717,5.5,1991-07-23,1991,7,"0723",9327,"MN_MPCA_CHEM",NA,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
386,NA,NA,5.1,2000-06-16,2000,6,"0616",9350,"MN_MPCA_CHEM_1999_2012",4.72,2,"HU4_25",TRUE,FALSE,FALSE,FALSE,FALSE
388,NA,NA,5,2011-06-21,2011,6,"0621",9405,"MN_MPCA_CHEM_1999_2012",2.1,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
392,NA,NA,18.7,2010-06-23,2010,6,"0623",9429,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_25",TRUE,FALSE,FALSE,FALSE,FALSE
398,50,NA,18,1992-06-22,1992,6,"0622",9454,"MN_MPCA_CHEM",1,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
401,NA,NA,52.1,2004-07-27,2004,7,"0727",9468,"MN_MPCA_CHEM_1999_2012",0.2,2,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
403,NA,NA,64.4,2009-07-08,2009,7,"0708",9521,"MN_MPCA_CHEM_1999_2012",0.7,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,FALSE
405,NA,NA,2,2008-06-16,2008,6,"0616",9531,"MN_MPCA_CHEM_1999_2012",7.92,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
407,NA,NA,15,2005-06-16,2005,6,"0616",9544,"MN_MPCA_CHEM_1999_2012",1.7,2,"HU4_29",FALSE,FALSE,FALSE,TRUE,TRUE
408,NA,NA,1,2011-07-10,2011,7,"0710",9595,"MN_MPCA_CHEM_1999_2012",4.3,2,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
409,5,NA,NA,1996-09-05,1996,9,"0905",9604,"WI_DNR_NUTRIENT",NA,1,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
410,NA,NA,NA,1990-08-07,1990,8,"0807",9642,"VT_DWQ_NUTRIENT",1.7,1,"HU4_7",FALSE,FALSE,FALSE,TRUE,TRUE
411,NA,NA,NA,1992-07-05,NA,NA,NA,NA,NA,3.96,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
412,NA,NA,65,2002-06-25,2002,6,"0625",9658,"MN_MPCA_CHEM_1999_2012",0.4,2,"HU4_56",FALSE,TRUE,TRUE,FALSE,FALSE
413,53,3110,5.77,1993-06-23,1993,6,"0623",9701,"MN_MPCA_CHEM",2.3,4,"HU4_53",FALSE,TRUE,TRUE,TRUE,FALSE
414,NA,NA,NA,2011-06-28,NA,NA,NA,NA,NA,1,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
417,86,NA,9.99,2008-06-19,2008,6,"0619",9775,"WI_DNR_NUTRIENT",0.7,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
418,14,NA,1.36,1995-06-15,1995,6,"0615",9844,"VT_DWQ_NUTRIENT",4.1999998,3,"HU4_5",TRUE,FALSE,FALSE,TRUE,FALSE
421,40,1296,NA,2007-07-31,2007,7,"0731",10029,"EPA_NLA_CHEM",0.9,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
422,NA,NA,39,2008-07-31,2008,7,"0731",10031,"MN_MPCA_CHEM_1999_2012",0.46,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,TRUE
425,24,630,4.41,1994-06-21,1994,6,"0621",10043,"MN_MPCA_CHEM",3.35,4,"HU4_25",FALSE,FALSE,FALSE,FALSE,FALSE
429,NA,NA,12,2000-06-23,2000,6,"0623",10089,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_54",TRUE,FALSE,TRUE,TRUE,TRUE
430,NA,NA,NA,2005-06-16,2005,6,"0616",10120,"MN_MPCA_CHEM_1999_2012",NA,0,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
431,1184,15625,NA,2007-07-23,2007,7,"0723",10122,"EPA_NLA_CHEM",0.1,3,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
432,NA,NA,NA,2005-08-11,NA,NA,NA,NA,NA,5.18,1,"HU4_26",TRUE,TRUE,FALSE,FALSE,TRUE
433,NA,NA,NA,2007-07-27,NA,NA,NA,NA,NA,4.88,1,"HU4_26",FALSE,FALSE,FALSE,FALSE,FALSE
435,NA,NA,3,2000-07-09,2000,7,"0709",10146,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
436,NA,NA,4,2000-06-27,2000,6,"0627",10180,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
437,59,1062,19,2009-09-09,2009,9,"0909",10257,"MI_DEQ_LWQA",0.9,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,FALSE
439,61,1526,13.56,1995-08-22,1995,8,"0822",10261,"IN_chemistry",0.5,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,FALSE
440,282,NA,113,1998-07-31,1998,7,"0731",10267,"MN_MPCA_CHEM",0.3,3,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
441,NA,NA,4,2008-06-25,2008,6,"0625",10351,"MN_MPCA_CHEM_1999_2012",2.9,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
442,11,NA,2.82,1997-08-13,1997,8,"0813",10381,"MN_MPCA_CHEM",3,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
444,NA,NA,5.5,2009-08-25,2009,8,"0825",10473,"MI_DEQ_LWQA",0.76,2,"HU4_30",TRUE,TRUE,FALSE,FALSE,TRUE
446,16,NA,1.38,2002-07-01,2002,7,"0701",10493,"WI_DNR_NUTRIENT",2.0574,3,"HU4_24",TRUE,TRUE,FALSE,FALSE,TRUE
447,176.3,8084,36.9,2006-06-15,2006,6,"0615",11135,"OH_ODW_CHEM",0.55,4,"HU4_46",FALSE,TRUE,TRUE,TRUE,TRUE
448,9,785,5.2,2005-08-09,2005,8,"0809",11191,"MI_DEQ_LWQA",NA,3,"HU4_31",TRUE,TRUE,FALSE,TRUE,TRUE
449,29,1331,2,2003-08-14,2003,8,"0814",11195,"MI_DEQ_LWQA",NA,3,"HU4_24",TRUE,FALSE,FALSE,FALSE,FALSE
450,43,1064,8.6,2007-06-19,2007,6,"0619",11199,"NJ_DEP_CHEM",1.7,4,"HU4_13",FALSE,FALSE,FALSE,TRUE,FALSE
451,NA,897,43.634159,2006-07-26,2006,7,"0726",11203,"OH_MIAMI_CHEM",6.5,3,"HU4_48",FALSE,TRUE,FALSE,FALSE,TRUE
452,13,400,2.4,1990-07-18,1990,7,"0718",11208,"MN_MPCA_CHEM",3.2,4,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
453,NA,NA,NA,2008-06-19,NA,NA,NA,NA,NA,3.7338,1,"HU4_24",FALSE,FALSE,FALSE,FALSE,TRUE
454,NA,NA,7,1999-06-20,1999,6,"0620",11296,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
455,67,1027,1.67,1997-07-22,1997,7,"0722",11348,"IN_chemistry",2.6,4,"HU4_38",TRUE,TRUE,TRUE,FALSE,TRUE
456,90,1517,NA,1995-07-12,1995,7,"0712",11353,"WI_DNR_NUTRIENT",0.6,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
457,178,NA,56.1,1996-07-23,1996,7,"0723",11359,"MN_MPCA_CHEM",1.1,3,"HU4_53",TRUE,TRUE,TRUE,TRUE,FALSE
459,NA,849,34.321427,2006-08-28,2006,8,"0828",11376,"OH_MIAMI_CHEM",0.79,3,"HU4_48",FALSE,FALSE,FALSE,FALSE,TRUE
460,NA,NA,6,2008-06-29,2008,6,"0629",11385,"MN_MPCA_CHEM_1999_2012",3.96,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
461,NA,NA,4,2000-06-22,2000,6,"0622",11410,"MN_MPCA_CHEM_1999_2012",4.27,2,"HU4_54",TRUE,FALSE,TRUE,TRUE,TRUE
462,NA,NA,1.2,2003-08-19,2003,8,"0819",11449,"MN_MPCA_CHEM_1999_2012",4.27,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
464,10,NA,3.9,1991-07-23,1991,7,"0723",11485,"MN_MPCA_CHEM",2.6,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
465,NA,NA,2.3,2003-06-23,2003,6,"0623",11498,"MN_MPCA_CHEM_1999_2012",4.11,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
466,10,150,0.8,1995-07-24,1995,7,"0724",11539,"ME_ANP_post_2006",10.1,4,"HU4_3",FALSE,TRUE,FALSE,TRUE,TRUE
468,77,5460,191,1991-07-09,1991,7,"0709",11645,"MN_MPCA_CHEM",0.5,4,"HU4_55",FALSE,TRUE,TRUE,TRUE,FALSE
469,NA,NA,30.6,2001-06-19,2001,6,"0619",11675,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
470,NA,NA,3,1999-08-04,1999,8,"0804",11679,"MA_DEP_CHEM",1.8,2,"HU4_11",FALSE,TRUE,FALSE,TRUE,FALSE
471,NA,NA,40.8,1999-06-15,1999,6,"0615",11688,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_56",FALSE,TRUE,TRUE,FALSE,TRUE
472,196.83,618,59.4,2005-07-28,2005,7,"0728",11741,"NJ_DEP_CHEM",0.4,4,"HU4_16",TRUE,TRUE,FALSE,FALSE,TRUE
473,8,302,2.8,2010-08-16,2010,8,"0816",11744,"MI_DEQ_LWQA",4.6,4,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
474,110,NA,81,2008-07-31,2008,7,"0731",11756,"MN_SENTINEL",0.6,3,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
475,NA,NA,40.9,2009-06-25,2009,6,"0625",11821,"MN_MPCA_CHEM_1999_2012",0.5,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,FALSE
477,18,561,3.03,1990-08-07,1990,8,"0807",11870,"MN_MPCA_CHEM",2.7,4,"HU4_29",FALSE,FALSE,FALSE,TRUE,TRUE
478,NA,NA,102,2003-07-08,2003,7,"0708",11902,"MN_MPCA_CHEM_1999_2012",0.15,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,TRUE
480,8,559,1.9,2007-08-13,2007,8,"0813",11923,"MI_DEQ_LWQA",5.2,4,"HU4_39",FALSE,FALSE,FALSE,FALSE,TRUE
481,11,634,3.3,2009-08-26,2009,8,"0826",11938,"MI_DEQ_LWQA",3,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
482,NA,NA,7,1999-06-20,1999,6,"0620",11960,"MN_MPCA_CHEM_1999_2012",2.9,2,"HU4_54",FALSE,TRUE,TRUE,TRUE,TRUE
483,76,860,29.19,1997-07-08,1997,7,"0708",12067,"IN_chemistry",1.2,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,TRUE
484,8,524,1.5,2007-08-07,2007,8,"0807",12081,"MI_DEQ_LWQA",4.9,4,"HU4_39",FALSE,TRUE,FALSE,FALSE,TRUE
485,100,2300,82.1,1990-07-26,1990,7,"0726",12092,"MN_MPCA_CHEM",0.6,4,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
487,63,1671,18,2006-08-07,2006,8,"0807",12118,"MI_DEQ_LWQA",0.8,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
489,NA,NA,9,2008-06-23,2008,6,"0623",12130,"MN_MPCA_CHEM_1999_2012",1.22,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
490,17,764,3.31,2002-07-18,2002,7,"0718",12223,"WI_DNR_NUTRIENT",2.3,4,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
491,106,3170,50.3,1990-07-19,1990,7,"0719",12266,"MN_MPCA_CHEM",0.4,4,"HU4_55",FALSE,TRUE,TRUE,TRUE,TRUE
492,12,575,13,2005-08-03,2005,8,"0803",12330,"MI_DEQ_LWQA",3.6,4,"HU4_37",TRUE,FALSE,TRUE,TRUE,TRUE
493,17,800,6.73,1994-06-20,1994,6,"0620",12340,"MN_MPCA_CHEM",3.9,4,"HU4_54",FALSE,TRUE,TRUE,TRUE,TRUE
494,NA,898,45.071309,2004-08-24,2004,8,"0824",12428,"OH_MIAMI_CHEM",0.85,3,"HU4_44",FALSE,FALSE,TRUE,TRUE,TRUE
495,8,NA,NA,2001-08-14,2001,8,"0814",12524,"WI_DNR_NUTRIENT",NA,1,"HU4_27",FALSE,TRUE,FALSE,FALSE,FALSE
496,108,1166,NA,2007-07-31,2007,7,"0731",12578,"EPA_NLA_CHEM",0.61,3,"HU4_46",TRUE,TRUE,TRUE,TRUE,TRUE
497,12,330,NA,2003-08-26,2003,8,"0826",12585,"MA_DEP_CHEM",3.1,3,"HU4_11",FALSE,TRUE,FALSE,TRUE,TRUE
498,45,874,39.55,2008-07-09,2008,7,"0709",12587,"NJ_DEP_CHEM",1.4,4,"HU4_16",FALSE,FALSE,FALSE,FALSE,FALSE
499,16,572,18.72,2009-09-02,2009,9,"0902",12591,"NJ_DEP_CHEM",1.7,4,"HU4_13",FALSE,TRUE,FALSE,TRUE,FALSE
500,56,736.3,28.03,2009-08-26,2009,8,"0826",12593,"NJ_DEP_CHEM",0.7,4,"HU4_16",TRUE,TRUE,FALSE,FALSE,TRUE
501,9,689,4.2,2003-08-06,2003,8,"0806",12596,"MI_DEQ_LWQA",3.4,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
502,29,290,3.36,1996-07-16,1996,7,"0716",12600,"IN_chemistry",2,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,TRUE
504,3,273,0.5,2005-08-16,2005,8,"0816",12617,"MI_DEQ_LWQA",3.6,4,"HU4_31",FALSE,FALSE,FALSE,TRUE,FALSE
505,23,250,0.09,2001-08-07,2001,8,"0807",12624,"IN_chemistry",5.6,4,"HU4_49",FALSE,FALSE,TRUE,FALSE,FALSE
506,43,514,17,2003-08-19,2003,8,"0819",12625,"WI_DNR_NUTRIENT",NA,3,"HU4_59",FALSE,TRUE,TRUE,TRUE,FALSE
507,133,3950,144,1991-07-03,1991,7,"0703",12645,"MN_MPCA_CHEM",0.82,4,"HU4_55",FALSE,FALSE,TRUE,TRUE,TRUE
509,10,NA,2.6,2002-07-10,2002,7,"0710",12710,"MA_DEP_CHEM",2.3,3,"HU4_10",FALSE,TRUE,FALSE,FALSE,TRUE
510,186,1980,NA,2003-06-17,2003,6,"0617",12716,"WI_DNR_NUTRIENT",NA,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
511,26,1217,NA,1995-06-22,1995,6,"0622",12726,"WI_DNR_NUTRIENT",1.8,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
512,16,610,2.4,1995-07-24,1995,7,"0724",12727,"ME_ANP_post_2006",2.1,4,"HU4_3",TRUE,FALSE,FALSE,TRUE,TRUE
514,NA,NA,NA,1993-06-20,NA,NA,NA,NA,NA,4.88,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
515,910,3480,497,1996-08-22,1996,8,"0822",12745,"MN_MPCA_CHEM",0.1,4,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
516,20,1608,14.85,1993-08-12,1993,8,"0812",12763,"IN_chemistry",1.1,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,FALSE
517,18,NA,10.71,1990-06-18,1990,6,"0618",12807,"VT_DWQ_NUTRIENT",2.9000001,3,"HU4_7",FALSE,TRUE,FALSE,TRUE,TRUE
518,15,3039,5,1997-08-14,1997,8,"0814",12837,"IN_chemistry",1.5,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,TRUE
519,45,1060,23.1,1993-06-17,1993,6,"0617",12841,"MN_MPCA_CHEM",1.3,4,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
520,14,707,1.04,1993-07-26,1993,7,"0726",12890,"IN_chemistry",4.25,4,"HU4_37",FALSE,FALSE,TRUE,TRUE,TRUE
521,10,252,1.76,1994-08-02,1994,8,"0802",12893,"IN_chemistry",2.4,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,FALSE
522,NA,354.3,2.5,2009-08-05,2009,8,"0805",12897,"NJ_DEP_CHEM",7.5,3,"HU4_13",FALSE,FALSE,FALSE,TRUE,TRUE
523,10,NA,6.81,1998-06-29,1998,6,"0629",12905,"WI_DNR_NUTRIENT",1.6764,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
